GENE	Glycerol_5.7	Glycerol_7	Pyruvate_5.7	Pyruvate_7	Pfam	GO
MT_RS06825	88.0747	81.1039	127.9640	78.9623	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d	GO:0000166,GO:0004814,GO:0005524,GO:0005737,GO:0006420
MT_RS06830	170.1845	142.9455	206.8145	119.3040	Orn_Arg_deC_N,Orn_DAP_Arg_deC	GO:0003824
MT_RS06835	138.6525	111.7640	185.6860	108.2975	ACT,Homoserine_dh,NAD_binding_3	GO:0006520,GO:0016491,GO:0050661,GO:0055114
MT_RS06840	183.8030	144.7065	226.1365	136.9435	PALP	
MT_RS06845	0.0000	0.0000	0.0000	0.0000		
MT_RS06850	88.6630	69.9376	117.5660	63.7752	GHMP_kinases_N	GO:0005524
MT_RS06855	0.0000	0.0000	0.0000	0.0000		
MT_RS06860	784.0790	1368.9250	842.0885	1131.6950	ATP-synt_ab,Rho_N,Rho_RNA_bind	GO:0003723,GO:0005524,GO:0006353
MT_RS06865	0.0000	0.0000	0.0000	0.0000	Ribosomal_L31	GO:0003735,GO:0005840,GO:0006412
MT_RS06870	187.2710	157.9405	193.0830	127.3960	PCRF,RF-1	GO:0003747,GO:0006415
MT_RS06875	346.9855	257.4075	355.3840	225.6290	MTS,Methyltransf_11,Methyltransf_25,Methyltransf_31,PrmC_N	GO:0008168
MT_RS06880	304.1245	208.3875	274.3905	185.2585	Sua5_yciO_yrdC	GO:0003725
MT_RS06885	111.8585	103.5570	139.8285	100.2668	Glycos_transf_4	GO:0008963,GO:0016021
MT_RS06890	304.1580	405.3740	399.8345	331.4950	ATP-synt_I	
MT_RS06895	168.5895	273.3055	281.3315	257.1875	ATP-synt_A	GO:0015078,GO:0015986,GO:0045263
MT_RS06900	0.0000	0.0000	0.0000	0.0000	ATP-synt_C	GO:0015078,GO:0033177,GO:1902600
MT_RS06905	588.9725	1025.3225	908.0455	1032.1610	ATP-synt_B	GO:0015078,GO:0015986,GO:0045263
MT_RS06910	418.6200	653.1350	574.4115	618.1155	ATP-synt_B,OSCP	GO:0015078,GO:0015986,GO:0045263,GO:0046933
MT_RS06915	411.5605	719.3500	673.1515	706.2030	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N	GO:0005524,GO:0015986,GO:0046034,GO:1902600
MT_RS06920	358.2520	569.4660	548.0295	532.2710	ATP-synt	GO:0015986,GO:0045261,GO:0046933
MT_RS06925	358.2510	600.3650	534.3535	535.7015	ATP-synt_ab,ATP-synt_ab_N	GO:0005524,GO:0046034,GO:1902600
MT_RS06930	315.0345	481.2420	442.8810	450.1265	ATP-synt_DE_N	GO:0015986
MT_RS06935	117.0110	163.8995	158.7175	135.4085	DUF2550	
MT_RS06940	155.5500	218.2910	266.1225	187.2075	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3	
MT_RS06945	65.1719	103.1121	85.6547	119.3750	Cob_adeno_trans	
MT_RS06950	158.1055	208.9120	181.1810	173.9620	EPSP_synthase	GO:0016765
MT_RS06970	127.3665	89.4978	156.2290	87.1638	DNA_binding_1,Methyltransf_1N	GO:0003824,GO:0003908,GO:0006281
MT_RS06975	274.1790	101.3926	158.5020	98.5902	Ada_Zn_binding,AlkA_N,HTH_18,HhH-GPD	GO:0003677,GO:0003700,GO:0006281,GO:0006284,GO:0006355,GO:0008168,GO:0008270,GO:0043565
MT_RS06980	60.3824	62.4595	66.9085	58.3678	Guanylate_cyc,HAMP	GO:0007165,GO:0009190,GO:0016021,GO:0016849,GO:0035556
MT_RS06985	51.6833	88.4582	69.0053	78.1078	Guanylate_cyc,HAMP	GO:0007165,GO:0009190,GO:0016021,GO:0016849,GO:0035556
MT_RS06990	35.6391	51.8244	47.2686	48.6579	Guanylate_cyc,HAMP	GO:0007165,GO:0009190,GO:0016021,GO:0016849,GO:0035556
MT_RS06995	55.5700	113.1875	90.5276	98.7345	Guanylate_cyc,HAMP	GO:0007165,GO:0009190,GO:0016021,GO:0016849,GO:0035556
MT_RS07000	134.6335	205.7815	196.6955	187.4370	NucS	GO:0004519
MT_RS07005	124.5710	148.7420	145.2905	164.0365		
MT_RS07010	2076.4250	2411.0450	1654.7550	1870.6850	Glyoxalase,Glyoxalase_3,Glyoxalase_4	
MT_RS07015	603.1690	541.1785	480.7015	555.4250	Thiolase_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS07020	464.9430	547.0090	474.0995	432.3845	TPR_20,Thioredoxin	GO:0045454
MT_RS07025	50.3875	60.4670	58.1624	58.8799	PE	
MT_RS07030	177.8200	76.2809	98.2928	62.4818	Alpha-amylase,Alpha-amylase_C,CBM_48	GO:0003824,GO:0004553,GO:0005975,GO:0043169
MT_RS07035	191.9380	119.2880	130.1315	107.8375	Alpha-amylase,DUF3416	GO:0003824,GO:0004553,GO:0005975
MT_RS07040	116.3305	149.7890	163.2095	158.4555	DUF3417,Phosphorylase	GO:0005975,GO:0008184
MT_RS07045	36.9281	35.2652	43.2339	31.6452	Helicase_C_2	GO:0003676,GO:0004386,GO:0005524,GO:0006139,GO:0016818
MT_RS07050	42.3728	28.8933	39.2456	28.6172	NAPRTase_N,QRPTase_C	GO:0004514,GO:0009435
MT_RS07055	91.7559	62.3269	72.4147	61.4985	ClpS	GO:0030163
MT_RS07060	316.4175	237.2900	289.5565	262.1070	DUF2017	
MT_RS07065	222.8115	143.2245	171.5685	131.1045	Peptidase_S58	
MT_RS07070	181.9450	233.6770	252.7550	205.1600	Prok-JAB	
MT_RS07075	19.0194	26.0684	14.3681	17.8850	ThiS	
MT_RS07080	135.8090	118.0140	124.1005	117.7260	PALP	
MT_RS07085	254.3530	229.0450	187.1625	194.3520	Rhomboid	GO:0004252,GO:0016021
MT_RS07090	84.3941	95.9197	77.7130	84.1867	Asp_Glu_race	GO:0006807,GO:0036361
MT_RS07095	184.6135	251.2000	235.3910	227.1500	Lactamase_B_2	
MT_RS07100	211.3370	306.4155	251.0370	270.8155	RNase_PH,RNase_PH_C	
MT_RS07105	133.7330	174.9715	150.7445	141.7040	Ham1p_like	GO:0009143,GO:0047429
MT_RS07110	308.4315	269.4775	466.8420	254.9090	DUF3817	
MT_RS07115	194.6680	180.5025	310.9590	177.7505		
MT_RS07120	33.6662	64.4888	71.8579	36.2952	PP-binding	
MT_RS07125	66.1206	71.3243	86.6676	65.5892	AMP-binding	GO:0003824
MT_RS07130	67.4064	72.2052	91.0847	70.0630	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS07135	35.6992	56.4918	40.5350	49.1756	Acetyltransf_8	
MT_RS07145	25.2241	28.8411	34.1371	27.1675	ABC_membrane,ABC_tran,FAD_binding_9,SIP	GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085
MT_RS07150	19.3336	21.8117	24.9907	20.8752	ABC_tran	GO:0005524,GO:0016887
MT_RS07155	46.0308	24.2059	37.5429	25.0145	KR,adh_short,adh_short_C2	
MT_RS07160	290.0505	143.9275	422.5730	187.5165		
MT_RS07165	1659.6650	1167.6800	1101.1350	1093.5550		
MT_RS07170	21.9476	18.4044	28.1643	17.4853	TetR_C_1,TetR_N	GO:0003677,GO:0045892
MT_RS07175	56.7232	56.7582	74.7161	49.9406	EAL,GAF,GAF_2,GGDEF	GO:0005515
MT_RS07180	105.6060	13.9008	45.4346	19.7617	ThiF	GO:0008641
MT_RS07185	20.7935	16.4834	20.6481	14.2203		
MT_RS07190	80.5470	48.9335	72.8700	40.3336	EAL	
MT_RS07195	14.3426	7.3862	13.1869	7.3014	GerE	GO:0006355
MT_RS07200	154.7265	48.7103	104.5690	51.5627		
MT_RS07205	0.0000	0.0000	0.0000	0.0000		
MT_RS07210	175.4655	229.7650	212.1965	196.3060	Bac_luciferase	GO:0016705,GO:0055114
MT_RS07215	108.9705	229.5275	203.8100	165.7670	PE_PPE_C,PPE	
MT_RS07220	73.7724	66.0555	89.1530	62.9044		
MT_RS07225	115.8095	93.3120	133.2595	99.8993		
MT_RS07230	120.7620	71.5331	69.3379	64.9149	HATPase_c_2,PAS_4,STAS,STAS_2,SpoIIE	GO:0003824
MT_RS07235	85.5765	175.3720	105.1510	199.7985	STAS,STAS_2	
MT_RS07240	20.4110	22.6260	21.4491	18.2820	RelA_SpoT	GO:0015969
MT_RS07245	0.0000	0.0000	0.0000	0.0000		
MT_RS07250	44.9618	31.2406	55.2998	29.6236	Beta-lactamase	
MT_RS07255	81.1957	92.2941	89.2933	92.8544	LppX_LprAFG	
MT_RS07260	17.5519	18.3490	20.0337	21.4725	Cyt-b5,FA_desaturase	GO:0006629
MT_RS07265	31.5630	28.6835	32.4001	29.9945	ACP_syn_III,ACP_syn_III_C,Chal_sti_synt_C,Chal_sti_synt_N,FAE1_CUT1_RppA	GO:0004315,GO:0006633,GO:0016020,GO:0016747
MT_RS07270	67.0162	52.4830	67.2958	53.9100	Sulfotransfer_1	GO:0008146
MT_RS07275	235.9080	582.0070	502.4890	487.4000		
MT_RS07280	68.1053	52.9035	40.7610	42.1241	YcaO	
MT_RS07285	36.8344	39.3568	32.4782	33.8509	TfuA	
MT_RS07290	144.6950	102.2175	119.7145	106.1725	CMAS,MTS,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,TPMT,TehB,Ubie_methyltran	GO:0008168,GO:0008757
MT_RS07295	262.7635	94.2631	57.4272	58.1392	DUF222	
MT_RS07300	244.6625	229.0955	259.3880	172.8755	Pribosyltran	GO:0009116
MT_RS07305	64.1513	40.6502	48.6279	34.6987	OTCace,OTCace_N	GO:0006520,GO:0016597,GO:0016743
MT_RS07310	90.1593	56.9564	66.0002	48.0155	Amidohydro_1,DHOase	GO:0016787
MT_RS07315	82.6440	62.3344	73.6403	51.4604		
MT_RS07320	81.7698	57.5669	68.1741	52.2938	CPSase_sm_chain,GATase,Peptidase_C26	GO:0016787
MT_RS07325	89.9904	62.0535	72.9984	53.2983	ATP-grasp,CPSase_L_D2,CPSase_L_D3,Dala_Dala_lig_C,MGS	GO:0005524,GO:0008716
MT_RS07330	117.7120	102.3710	105.1428	93.4375	OMPdecase	GO:0004590,GO:0006207
MT_RS07335	644.3525	1011.1220	1584.1850	767.4075	PE	
MT_RS07340	284.6815	400.2860	602.1785	358.1330	PPE	
MT_RS07345	0.0000	0.0000	0.0000	0.0000		
MT_RS07355	267.4280	407.6545	469.5575	406.7300	Guanylate_kin	
MT_RS07360	3540.1700	3445.0900	3768.2250	3122.0050	RNA_pol_Rpb6	GO:0003677,GO:0003899,GO:0006351
MT_RS07365	466.7800	442.0500	369.2335	398.7435	DFP,Flavoprotein	GO:0003824
MT_RS07370	267.6115	332.9320	357.0950	325.5005	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N	GO:0004478,GO:0006556
MT_RS07375	51.9654	47.5606	49.2386	53.4604	FMO-like,NAD_binding_8,Pyr_redox_2,Pyr_redox_3	GO:0004499,GO:0016491,GO:0050660,GO:0050661,GO:0055114
MT_RS07380	46.2621	42.2836	43.8945	47.3962	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS07385	43.0395	19.8952	23.1947	22.3385	Arabinose_bd,HTH_18,HTH_AraC	GO:0003700,GO:0006355,GO:0043565
MT_RS07390	48.3982	29.0553	24.2011	32.0253		
MT_RS07395	204.1530	425.8475	198.2175	329.0495	PE	
MT_RS07400	1144.3900	1137.3100	683.5935	1039.7390	PIN	
MT_RS07405	0.0000	0.0000	0.0000	0.0000	RHH_1,RHH_5	GO:0006355
MT_RS07410	50.5252	74.5975	65.7796	70.0150	Abhydrolase_3,COesterase	GO:0016787
MT_RS07415	89.9563	114.2110	119.2175	124.6830	Abhydrolase_3,COesterase	GO:0016787
MT_RS07420	94.5652	131.0855	120.1160	135.0315	YhhN	GO:0016021
MT_RS07425	19.5618	43.0424	29.8869	42.6261	PriA_3primeBD	GO:0003677
MT_RS07430	38.4862	43.1596	32.9892	40.8905	Methyltransf_11,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS07435	219.8715	366.8980	229.6870	306.1775	MarR,MarR_2	GO:0003700,GO:0006355
MT_RS07440	15.9561	18.6713	15.5424	19.0115	MetW,Methyltransf_11,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS07445	115.5715	92.1313	90.5815	82.4140	Formyl_trans_C,Formyl_trans_N	GO:0009058,GO:0016742
MT_RS07450	50.1043	55.5644	57.1641	60.5066	Methyltr_RsmB-F,NusB	GO:0003723,GO:0006355,GO:0008168
MT_RS07455	174.1605	216.4595	195.1835	172.0605	Ribul_P_3_epim	GO:0005975,GO:0016857
MT_RS07460	205.4630	237.4845	225.7465	207.1045	MafB19-deam,RibD_C,dCMP_cyt_deam_1	GO:0002100,GO:0008251,GO:0008703,GO:0009231,GO:0055114
MT_RS07465	531.3130	541.7045	516.3865	497.7090	MFS_1,Sugar_tr,TRI12	GO:0016021,GO:0022857,GO:0055085
MT_RS07470	551.3445	661.0175	654.0705	615.5255	LppX_LprAFG	
MT_RS07475	78.2665	79.6401	98.8114	88.9097	Lum_binding	
MT_RS07480	131.7600	118.3815	170.7575	127.5375	Ala_racemase_N	
MT_RS07485	27.2893	27.1025	40.3239	32.6833	D-ser_dehydrat	
MT_RS07490	250.3895	201.5955	206.0075	177.1945	DHBP_synthase,GTP_cyclohydro2	GO:0008686,GO:0009231
MT_RS07495	325.4210	260.1465	289.1260	267.4645	DMRL_synthase	GO:0009231,GO:0009349
MT_RS07500	98.9420	108.5110	104.2665	83.7583	bPH_6	
MT_RS07505	99.1474	138.4325	161.6105	128.9030		
MT_RS07510	284.8250	205.4560	401.3175	165.0380	Ricin_B_lectin	
MT_RS07515	86.0138	67.8539	76.2252	56.8113	GIY-YIG,HHH,HHH_2,HHH_5,UVR,UvrC_HhH_N	GO:0003677,GO:0005515
MT_RS07520	123.8275	95.4103	110.0645	90.2210	ATP_bind_2	GO:0005524
MT_RS07525	136.3735	125.3015	129.9355	112.3750	UPF0052	
MT_RS07530	120.9880	130.5500	129.2540	123.2890	HTH_WhiA,LAGLIDADG_WhiA,WhiA_N	
MT_RS07535	75.1069	61.4663	78.8595	58.9496		
MT_RS07540	113.2560	149.6990	108.6395	150.7725	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS07545	68.8175	146.8210	94.6061	131.2400	Abhydrolase_3,COesterase	GO:0016787
MT_RS07550	85.3003	161.7395	106.3370	140.1565	AMP-binding,AMP-binding_C	GO:0003824
MT_RS07555	132.0970	276.6625	190.3950	219.0585	Acyltransferase,DAGAT	GO:0016746,GO:0016747
MT_RS07560	3069.4450	2423.6900	1940.4750	1958.8550	GGDEF_2,HTH_30	
MT_RS07565	105.1971	66.9749	70.8843	64.1731	PE,PE-PPE	
MT_RS07570	59.1242	51.8303	60.8425	51.3435	DUF3556	
MT_RS07575	33.6814	22.9119	24.1140	23.3309	Amino_oxidase,DAO,FAD_binding_3,FAD_oxidored,NAD_binding_8,Thi4	GO:0016491,GO:0055114,GO:0071949
MT_RS07580	159.8430	125.2345	171.8595	120.4775	Big_10,YkuD	GO:0016740
MT_RS07585	0.0000	0.0000	0.0000	0.0000		
MT_RS07590	1291.4100	1191.3200	852.5625	1128.7200		
MT_RS07595	271.7430	457.5075	408.1725	447.5245	Gp_dh_C,Gp_dh_N	GO:0016620,GO:0055114
MT_RS07600	173.0455	242.9850	223.7845	222.8245	PGK	GO:0004618,GO:0006096
MT_RS07605	228.4175	334.8400	321.9000	305.4525	TIM	GO:0004807
MT_RS07610	0.0000	0.0000	0.0000	0.0000		
MT_RS07615	46.3747	78.2357	70.1123	62.5543	SnoaL,SnoaL_2	GO:0030638
MT_RS07620	0.0000	0.0000	0.0000	0.0000	SecG	GO:0009306,GO:0015450,GO:0016021
MT_RS07625	39.4098	57.3558	51.9646	58.3867	PE	
MT_RS07630	168.5790	133.1010	160.8630	145.2055	Molybdopterin,Molybdopterin_N,Molydop_binding	GO:0016491,GO:0043546,GO:0055114
MT_RS07635	351.2290	268.1245	297.2730	241.1090		
MT_RS07640	0.0000	0.0000	0.0000	0.0000		
MT_RS07645	184.4385	250.3430	212.3400	197.8200	UPF0184	
MT_RS07650	115.3265	168.2985	139.9200	155.5675	Glucosamine_iso	GO:0005975
MT_RS07655	140.1470	209.8745	190.1965	208.8740	OpcA_G6PD_assem	
MT_RS07660	112.4815	153.9665	146.4530	148.0250	G6PD_C,G6PD_N	GO:0004345,GO:0006006,GO:0016614,GO:0050661,GO:0055114
MT_RS07665	180.9935	220.9690	214.6555	210.0255	TAL_FSA	GO:0005975
MT_RS07670	342.8735	421.6210	422.9175	448.2370	Transket_pyr,Transketolase_C,Transketolase_N	
MT_RS07675	0.0000	0.0000	0.0000	0.0000		
MT_RS07680	6.5547	5.0063	6.4234	5.2696	PE	
MT_RS07685	249.7925	196.9485	271.0200	171.6595	UbiA	GO:0016021,GO:0016765
MT_RS07690	6.4172	4.7969	5.2649	4.6457	PE	
MT_RS07695	38.5564	65.2266	51.5483	56.1525	GGDEF_2,HTH_30	
MT_RS07700	165.9595	236.5290	189.7020	234.2320	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS07705	16.8439	26.4498	21.5305	25.3192		
MT_RS07710	37.7529	44.9119	61.4915	42.9096	COX15-CtaA	GO:0006784,GO:0016021,GO:0016627,GO:0055114
MT_RS07715	60.8456	106.9921	83.8274	86.1128	ABC2_membrane,ABC2_membrane_3	GO:0016020
MT_RS07720	69.5721	109.9835	91.6366	91.6142	AAA_21,ABC_tran	GO:0005524,GO:0016887
MT_RS07725	62.1872	124.5675	112.1385	113.7195		
MT_RS07730	491.0075	186.0075	229.4140	203.6260	HTH_11,HTH_20,HTH_24,HTH_5	GO:0003700,GO:0006355
MT_RS07735	334.8855	157.1385	170.8180	160.4980	UPF0051	GO:0016226
MT_RS07740	586.8490	208.2925	196.9685	163.3855	UPF0051	GO:0016226
MT_RS07745	366.8845	217.1155	241.8005	209.0120	ABC_tran	GO:0005524,GO:0016887
MT_RS07750	332.1320	145.9830	136.8700	112.9205	Aminotran_5	
MT_RS07755	275.5470	138.0125	138.9715	100.9674	NifU_N	GO:0005506,GO:0016226,GO:0051536
MT_RS07760	850.3645	537.4475	543.1555	446.2900	FeS_assembly_P	
MT_RS07765	70.3539	39.1923	62.6162	42.7455	Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,AcylCoA_DH_N	GO:0016627,GO:0055114
MT_RS07770	328.8195	175.4970	318.9710	192.8515	PE	
MT_RS07775	89.5185	123.1110	83.1528	114.9200	E1-E2_ATPase,Hydrolase	
MT_RS07780	223.5810	202.0440	281.6335	191.0835	Thioredoxin	GO:0045454
MT_RS07785	674.9845	264.9505	979.2055	401.4225	Thioredoxin	GO:0045454
MT_RS07790	157.4480	183.4405	221.2185	149.9495	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS07795	95.3748	98.0437	119.1520	86.2875	AAA_21,ABC_tran,ABC_tran_Xtn	GO:0005524,GO:0016887
MT_RS07800	0.0000	0.0000	0.0000	0.0000		
MT_RS07805	39.5774	40.0117	49.4841	41.9665	TetR_N	GO:0003677
MT_RS07810	141.5715	142.9460	190.3360	155.4335	Aconitase,Aconitase_C	
MT_RS07815	237.3055	268.6135	338.6795	275.6710		
MT_RS07820	399.7125	541.5955	293.6545	411.1350	NLPC_P60	
MT_RS07825	484.1975	533.5845	303.4560	407.0165	NLPC_P60	
MT_RS07830	482.8005	476.7200	510.9355	461.2390	AAA_3,AAA_5,AAA_lid_2	GO:0005524,GO:0016887
MT_RS07835	395.6980	456.2110	415.8800	419.6200	DUF58	
MT_RS07840	212.1740	302.5610	276.4700	269.2910	BatA,VWA,VWA_2	
MT_RS07845	8.1342	5.4167	6.6716	6.7448		
MT_RS07850	228.6975	283.8545	316.8715	237.2780	Epimerase,KR,adh_short,adh_short_C2	GO:0003824,GO:0050662
MT_RS07855	311.1815	343.5525	406.5675	302.2970	adh_short,adh_short_C2	
MT_RS07860	47.2493	37.2671	51.2263	34.2278	Ferrochelatase	GO:0004325,GO:0006783
MT_RS07865	363.5455	240.6870	303.1465	237.1585		
MT_RS07870	322.6775	218.1645	270.8100	211.2710	NfeD	
MT_RS07875	414.7255	238.0290	316.7600	280.0160	Band_7	
MT_RS07880	448.1340	329.4570	441.3610	378.3285	DoxX_2	
MT_RS07885	0.0000	0.0000	0.0000	0.0000		
MT_RS07890	31.1062	70.0667	46.7762	55.8773		
MT_RS07895	329.9295	444.9635	293.9065	403.2840	SNARE_assoc	
MT_RS07900	135.5040	78.5391	61.3383	63.1347	MM_CoA_mutase	GO:0016866,GO:0031419
MT_RS07905	98.8141	71.8186	66.0926	60.2301	B12-binding,MM_CoA_mutase	GO:0016866,GO:0031419,GO:0046872
MT_RS07910	235.0620	267.4675	311.6575	191.9660		
MT_RS07915	76.9898	91.7842	98.3770	85.7444	PemK_toxin	GO:0003677
MT_RS07920	60.8127	73.0334	60.5215	58.1772	MeaB,cobW	
MT_RS07925	407.1105	513.6035	196.4820	395.1495	Beta-lactamase	
MT_RS07930	108.0891	112.7545	163.1060	108.9535	MTS,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS07935	0.0000	0.0000	0.0000	0.0000	Dodecin	
MT_RS07940	54.6786	76.5281	72.7416	53.3820		
MT_RS07945	82.5560	129.7810	122.5695	130.6220	Glycos_transf_2	
MT_RS07950	86.7228	131.5810	124.5795	117.0770	PhyH	
MT_RS07955	22.6964	34.4252	24.8491	23.2905		
MT_RS07970	25.7700	68.0251	43.4419	57.9553	Hexapep,Hexapep_2	
MT_RS07975	30.6836	51.5583	47.7192	43.5816	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25	GO:0008168
MT_RS07980	51.1828	85.0006	73.8542	63.1121	WbqC	
MT_RS07985	159.7715	361.5650	305.4585	316.1910		
MT_RS07990	122.6635	213.5420	174.5335	192.0225	GT87	GO:0016758
MT_RS07995	33.1801	42.7708	33.1360	25.6181	GDP_Man_Dehyd	
MT_RS08000	34.6913	49.8561	33.7451	35.1665	Methyltransf_11,Methyltransf_23	GO:0008168
MT_RS08005	32.4438	47.4813	30.0634	43.7388		
MT_RS08010	111.5830	159.3530	167.6415	144.4035	Epimerase,GDP_Man_Dehyd,RmlD_sub_bind	GO:0003824,GO:0050662
MT_RS08015	93.6947	119.6020	139.4440	115.4635	Epimerase,GDP_Man_Dehyd,RmlD_sub_bind	GO:0003824,GO:0050662
MT_RS08020	94.5696	120.4490	142.0215	100.4648	Methyltransf_21	
MT_RS08025	34.8037	48.8264	61.1661	49.8064	Glycos_transf_2	
MT_RS08030	30.2447	35.9490	52.7204	34.2086	Methyltransf_11,Methyltransf_23,Methyltransf_25,Methyltransf_31	GO:0008168
MT_RS08035	54.3071	62.8636	88.3286	62.5061	Glyco_tranf_2_3,Glycos_transf_2	
MT_RS08040	26.5566	43.9422	39.2237	32.6017	SfLAP	
MT_RS08045	8.9038	10.9399	11.2407	10.8177	Glyco_tranf_2_3,Glyco_trans_2_3,Glycos_transf_2	
MT_RS08050	0.0000	0.0000	0.0000	0.0000	DegT_DnrJ_EryC1	
MT_RS08055	50.9186	66.8206	65.5101	56.7749	Glyco_tranf_2_3,Glycos_transf_2	
MT_RS08060	0.0000	0.0000	0.0000	0.0000		
MT_RS08065	167.1860	257.6910	189.9365	228.2560	AMP-binding	GO:0003824
MT_RS08070	50.4870	78.9331	50.8941	58.2561	MMPL	GO:0016020
MT_RS08075	56.5318	95.3864	78.9506	84.8788	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_29,Methyltransf_31,Ubie_methyltran	GO:0008168
MT_RS08080	29.4149	49.2636	38.4860	45.0055	Glyco_transf_28	GO:0005975,GO:0016758,GO:0030259
MT_RS08085	61.4341	56.4947	56.7225	46.3958		
MT_RS08090	28.9363	31.7101	33.3837	26.6663	Glyco_transf_28	GO:0005975,GO:0016758,GO:0030259
MT_RS08095	51.9959	70.4665	50.3542	59.0354	Acyl_transf_1,KAsynt_C_assoc,Ketoacyl-synt_C,PS-DH,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS08100	41.7892	21.2741	40.5254	20.9676		
MT_RS08105	71.6579	46.8726	64.1287	43.1054	AMP-binding	GO:0003824
MT_RS08110	25.4482	23.9557	30.9505	25.3473	ADH_N,ADH_zinc_N	GO:0055114
MT_RS08115	113.5545	83.3500	130.7565	72.9169	CMD	GO:0051920,GO:0055114
MT_RS08120	209.2810	97.7840	173.8720	102.4445	4HBT,DUF4442	
MT_RS08125	356.6845	258.6745	377.0885	270.7010	NMO	GO:0018580,GO:0055114
MT_RS08130	188.7165	170.1440	236.6630	170.3570	TetR_C_15,TetR_N	GO:0003677
MT_RS08135	0.0000	0.0000	0.0000	0.0000		
MT_RS08140	217.6440	65.3044	245.6710	58.1880	Anticodon_1,tRNA-synt_1,tRNA-synt_1g	GO:0000166,GO:0004812,GO:0005524,GO:0006418
MT_RS08145	25.9372	15.2446	18.6103	13.4962	IMS,IMS_C,IMS_HHH	GO:0003684,GO:0006281
MT_RS08150	67.8798	100.3807	72.2968	96.2332	Asparaginase,Asparaginase_C	
MT_RS08155	320.7360	196.5530	183.6460	150.4965	Peptidase_A8	GO:0004190,GO:0006508,GO:0016020
MT_RS08160	171.8515	135.6060	120.6535	112.9100	PseudoU_synth_2	GO:0001522,GO:0003723,GO:0009451,GO:0009982
MT_RS08165	62.1193	83.0504	67.5793	69.5919	LprI,MliC	
MT_RS08170	25.1427	14.5881	24.6936	13.0724	Bac_globin	GO:0019825
MT_RS08175	249.0575	343.0670	378.9100	405.7555	KR,adh_short,adh_short_C2	
MT_RS08180	229.8650	301.6190	323.1170	373.5835	KR,adh_short,adh_short_C2	
MT_RS08185	0.0000	0.0000	0.0000	0.0000		
MT_RS08190	166.9460	279.3035	241.8325	264.3775	Polyketide_cyc2	
MT_RS08195	181.3050	226.7275	230.3675	201.8415	DNA_pol3_alpha,DNA_pol3_finger,HHH_6,PHP	GO:0003824,GO:0006260,GO:0008408
MT_RS08200	22.3625	25.1263	22.1797	18.4394	PPE,Pentapeptide_2	
MT_RS08205	16.6720	29.9337	17.1207	31.0053	AMP-binding	GO:0003824
MT_RS08210	9.4824	13.6800	10.3906	11.5954	Acyltransferase	GO:0016746
MT_RS08215	0.0000	0.0000	0.0000	0.0000		
MT_RS08220	33.4194	50.7567	15.2937	39.3460	FAD_binding_2,Succ_DH_flav_C	GO:0016491,GO:0055114
MT_RS08225	26.4023	39.1543	10.7443	29.2491	Fer2_3,Fer4,Fer4_10,Fer4_17,Fer4_7,Fer4_8	GO:0009055,GO:0051536
MT_RS08230	33.9732	36.2078	10.0957	32.1397	Fumarate_red_C	GO:0016020
MT_RS08235	71.6031	80.6347	23.2068	65.6728	Fumarate_red_D	GO:0006106,GO:0016020
MT_RS08240	80.0122	65.2478	82.6033	61.3495	TetR_C_11,TetR_N	GO:0003677
MT_RS08245	39.5981	37.5109	44.0761	30.7907	MMPL	GO:0016020
MT_RS08250	322.2305	490.6480	502.6630	513.1070	F420H2_quin_red	GO:0016491,GO:0055114
MT_RS08255	231.1185	265.8390	269.0850	249.4905	PALP,Thr_dehydrat_C	
MT_RS08260	0.0000	0.0000	0.0000	0.0000	VapB_antitoxin	
MT_RS08265	50.3293	61.3591	61.3937	50.9026	PIN	
MT_RS08270	30.6683	28.8895	35.5796	28.1985	Alpha-amylase,DUF3459	GO:0003824,GO:0005975
