GENE	Glycerol_5.7_r1	Glycerol_5.7_r2	Glycerol_7_r1	Glycerol_7_r2	Pyruvate_5.7_r1	Pyruvate_5.7_r2	Pyruvate_7_r1	Pyruvate_7_r2	Pfam	GO
MT_RS04090	74.8911	85.1432	95.8462	81.3496	73.3069	98.0066	91.7696	63.484	TetR_C_31,TetR_N	GO:0003677
MT_RS04095	26.5536	28.445	18.3231	16.0513	37.7384	37.1024	21.7332	18.3326	DUF429	
MT_RS04100	128.992	136.711	131.985	111.304	128.087	138.728	122.753	97.8414	ADSL_C,Lyase_1	
MT_RS04105	91.0704	103.191	101.2	90.3725	110.705	127.708	100.344	87.1497	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS04110	36.1105	33.181	41.9976	36.0244	40.822	42.3741	44.0044	39.3493		
MT_RS04115	74.4222	88.6212	100.552	87.4135	124.793	130.757	99.0868	96.9062	SAICAR_synt	
MT_RS04120	83.1344	90.0411	92.7123	84.0056	139.793	142.897	93.0702	81.218	Peptidase_S9,Peptidase_S9_N	GO:0004252,GO:0006508,GO:0008236,GO:0070008
MT_RS04125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04130	88.4587	105.313	92.5239	74.385	92.9273	108.992	80.3022	68.1851	MFS_1	GO:0055085
MT_RS04135	208.068	217.917	75.7165	77.0709	58.0766	58.6879	73.1659	66.8562	DUF2334	
MT_RS04140	46.1119	45.2509	44.3019	47.7795	62.605	61.5055	40.7899	40.3259	FAD_binding_2,FAD_binding_3,NAD_binding_8	GO:0071949
MT_RS04145	90.547	92.0124	54.8609	53.9451	84.2254	79.4642	59.7435	74.0286	Lactamase_B_2,Lactamase_B_3	
MT_RS04150	307.243	327.18	248.887	175.964	215.026	278.487	194.172	153.836		
MT_RS04155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PurS	
MT_RS04160	267.905	274.957	162.963	155.856	258.761	269.28	160.094	154.146	DJ-1_PfpI,GATase,GATase_3,GATase_5	GO:0003824,GO:0009236
MT_RS04165	281.818	316.91	36.4069	28.9033	97.4777	102.819	108.469	97.8414		
MT_RS04170	79.7216	89.9146	59.1031	51.5004	64.6862	71.0277	54.1521	57.7378	Transglut_core	
MT_RS04175	96.2327	98.1194	82.4976	82.2494	96.0435	90.9671	86.4515	82.2787	Bac_luciferase	GO:0016705,GO:0055114
MT_RS04180	98.9421	104.456	68.3856	65.4395	89.2066	88.3891	76.9491	74.9296	GntR,Pyr_redox,Pyr_redox_2,UTRA	GO:0003677,GO:0003700,GO:0006355,GO:0016491,GO:0055114
MT_RS04185	18.1435	16.7625	15.917	4.38696	18.296	35.8826	8.75188	5.94065	DEDD_Tnp_IS110,Transposase_20	GO:0003677,GO:0004803,GO:0006313
MT_RS04190	117.837	128.622	149.614	145.289	148.017	156.637	133.439	140.77	Linocin_M18	GO:0008233,GO:0042742
MT_RS04195	124.487	143.106	169.755	140.236	148.483	166.447	141.712	125.942	Dyp_perox	GO:0004601,GO:0020037,GO:0055114
MT_RS04200	50.3957	50.5794	54.8609	53.8456	64.1227	66.8921	59.4224	54.4993	Peptidase_M18	GO:0004177,GO:0006508,GO:0008270
MT_RS04205	371.782	323.482	490.615	609.604	482.041	530.192	651.561	683.335	Glyoxalase_6	
MT_RS04210	76.5703	83.3066	54.5774	43.8687	73.6525	76.9833	55.3557	56.7952	Acetyltransf_3	GO:0008080
MT_RS04215	120.8	120.146	131.878	128.866	157.439	161.992	128.47	121.036	AIRS,AIRS_C,FGAR-AT_linker	
MT_RS04220	64.4329	60.6098	65.5099	63.8317	73.3963	83.2629	74.2402	51.2116	CPBP	GO:0004197,GO:0016020,GO:0071586
MT_RS04225	467.597	489.929	642.356	662.459	659.886	686.288	642.407	625.04	Metallophos,Metallophos_2	GO:0016787
MT_RS04230	79.6181	89.8733	62.5942	49.366	82.6658	88.1364	53.4687	51.5643	Stealth_CR1,Stealth_CR2,Stealth_CR3,Stealth_CR4	GO:0016772
MT_RS04235	147.637	119.943	94.8006	105.536	82.111	76.4588	112.153	80.4367	SCP_3	
MT_RS04240	467.485	491.879	348.123	317.092	274.365	301.319	305.511	289.179	GATase_6,GATase_7,Pribosyltran	GO:0009116
MT_RS04245	199.888	215.242	229.644	196.258	196.932	213.017	211.182	175.847	AIRS,AIRS_C	
MT_RS04250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF3073	
MT_RS04255	183.946	200.059	108.788	96.7182	109.326	123.184	99.4547	88.472	GCV_T	
MT_RS04260	61.8292	65.4231	84.4435	75.1918	63.1692	68.4431	78.4365	56.9742	Aminotran_4	GO:0003824
MT_RS04265	169.069	161.377	128.909	132.014	144.605	152.218	120.746	124.271	DUF1794	
MT_RS04275	883.413	772.991	1088.54	1180.67	1295.64	1088.92	862.856	999.224	CarboxypepD_reg,DUF1416	
MT_RS04280	178.938	190.583	229.324	234.102	295.785	279.189	197.016	229.67	Rhodanese	
MT_RS04285	59.2748	48.3508	61.2982	51.6332	44.4844	55.7467	45.9475	49.7098	Thioredoxin	GO:0045454
MT_RS04290	21.3324	26.4692	31.6624	26.2314	34.6305	36.3904	26.9886	23.235	DUF2993	
MT_RS04295	246.124	248.296	216.853	233.118	216.292	212.8	200.498	211.381	Trans_reg_C	GO:0000160,GO:0003677,GO:0006355
MT_RS04300	98.3996	107.185	118.986	108.749	98.4959	116.118	111.148	91.7452	Acetyltransf_1,FR47	GO:0008080,GO:0016747
MT_RS04305	62.3892	75.9005	90.532	80.839	78.815	84.5005	75.4552	68.5965	ABC_tran	GO:0005524,GO:0016887
MT_RS04310	476.352	457.383	259.398	255.508	308.064	305.988	242.661	229.004	PhoU	
MT_RS04315	80.4202	84.4819	121.891	104.342	76.3039	82.1016	91.864	85.2944	LytR_C,LytR_cpsA_psr	
MT_RS04320	139.376	164.938	245.526	193.757	87.7192	110.643	178.493	141.096	Dus	GO:0008033,GO:0017150,GO:0050660,GO:0055114
MT_RS04325	402.93	505.941	905.033	767.085	314.222	356.472	631.713	670.582	FA_desaturase_2	GO:0006631,GO:0045300,GO:0055114
MT_RS04330	26.8738	30.029	33.7163	32.8306	29.6545	36.4867	30.9104	34.0698	TetR_N	GO:0003677
MT_RS04335	831.593	764.897	430.281	439.455	646.919	646.371	350.796	383.724	DUF2236	
MT_RS04340	378.143	358.977	435.56	449.137	573.914	573.886	517.042	465.397	HTH_20,HTH_5,HTH_IclR,MarR_2	GO:0003677,GO:0003700,GO:0006355
MT_RS04345	5.83031	7.43858	14.2904	7.28939	8.83379	7.65151	9.58904	7.93975	MafB19-deam,dCMP_cyt_deam_1	GO:0002100,GO:0008251
MT_RS04350	17.5435	5.59571	3.39474	2.74174	8.54391	6.57816	7.21341	6.23241	OrfB_Zn_ribbon	
MT_RS04355	80.5934	76.4855	100.101	92.6965	91.3255	82.322	83.1708	76.6552	LCM	GO:0008168,GO:0032259
MT_RS04360	393.991	414.211	1081.82	1098.39	671.036	663.898	1014.06	1095.48		
MT_RS04385	86.9646	88.8965	108.267	111.021	98.3129	102.147	99.0868	90.0779	PE	
MT_RS04395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04400	442.057	377.76	155.851	184.786	155.916	169.431	152.44	160.672	PE	
MT_RS04405	48.9286	69.3121	68.0608	52.683	40.4779	47.4002	57.9915	46.5171	PknH_C	
MT_RS04410	18.3285	18.8374	8.40686	6.78974	7.71401	8.65426	8.79221	6.3907		
MT_RS04415	22.7781	23.4808	22.4216	18.2118	21.0075	25.8704	21.9212	23.1033	AbiEi_2	
MT_RS04420	77.9886	68.3971	61.7476	65.1901	66.8042	64.3246	64.7633	58.8577	Peptidase_M15	GO:0006508,GO:0008237,GO:0016805
MT_RS04425	148.389	156.123	116.489	97.3786	110.285	126.751	94.171	77.1168	MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,NodS,Ubie_methyltran	GO:0008168,GO:0008757,GO:0009312,GO:0009877
MT_RS04430	53.0641	63.1883	42.2341	30.2903	31.6031	34.8098	32.9701	32.2946	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS04435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04440	15.8193	19.719	13.7456	9.62385	11.02	12.5905	12.9092	7.75152	MFS_1	GO:0055085
MT_RS04445	18.2617	20.4684	13.5404	11.3626	12.0245	15.7427	14.9472	10.6711	E1_dh	GO:0016624
MT_RS04450	158.661	142.812	204.014	223.51	146.815	162.367	224.775	209.65	GerE,Response_reg	GO:0000160,GO:0006355
MT_RS04455	38.031	42.0051	62.3504	48.7796	48.192	54.6871	54.0979	39.4826		
MT_RS04460	195.207	210.937	49.0861	41.4714	107.615	117.558	52.5584	56.3936	Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3	GO:0005507,GO:0016491,GO:0055114
MT_RS04465	5543.31	5212.94	1073.52	1077.37	3156.32	2904.03	1008.79	1153.02		
MT_RS04470	487.489	521.07	86.2602	99.4659	254.98	253.374	73.0145	83.3638	PALP	
MT_RS04475	212.746	227.954	42.7458	43.5465	90.875	93.2315	37.7252	36.6969	MFS_1	GO:0055085
MT_RS04480	187.131	228.092	115.098	103.403	183.355	186.694	116.788	99.7183		
MT_RS04485	86.099	95.1736	57.5625	62.3663	79.9431	86.3465	59.9391	57.4518	KR,adh_short,adh_short_C2	
MT_RS04490	56.5254	68.2745	77.0796	78.9791	76.9765	77.0723	76.2094	92.2839		
MT_RS04495	104.169	104.69	73.4181	74.5073	88.0224	89.0875	82.2979	89.3537	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	GO:0000287,GO:0003824,GO:0030976
MT_RS04500	96.81	89.5879	249.56	263.633	184.274	167.323	264.117	278.384	Polyketide_cyc,Polyketide_cyc2	
MT_RS04505	55.7724	51.7685	80.5458	80.7729	76.4389	80.0056	91.0938	88.845	CoA_transf_3	GO:0008410
MT_RS04510	119.925	121.824	172.89	163.083	96.3264	115.082	167.793	111.456	Polyketide_cyc,Polyketide_cyc2	
MT_RS04515	198.986	208.635	205.713	162.699	127.646	158.518	174.393	135.755	Polyketide_cyc,Polyketide_cyc2	
MT_RS04520	41.1292	41.4815	80.0295	76.1232	59.0094	69.1083	80.1551	70.2108	Aminotran_1_2,Aminotran_5,Cys_Met_Meta_PP,DegT_DnrJ_EryC1	GO:0009058,GO:0019346,GO:0030170
MT_RS04525	552.909	569.124	783.138	878.515	502.061	500.448	1013.28	878.43	Thiolase_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS04530	429.483	446.512	655.722	710.463	383.13	373.974	675.879	606.788	3HCDH,3HCDH_N,ECH_1,ECH_2	GO:0003824,GO:0003857,GO:0003860,GO:0006631,GO:0016491,GO:0055114
MT_RS04535	61.3337	71.7795	60.3408	54.1708	55.0048	63.9658	51.6294	46.6678	ERCC3_RAD25_C,Helicase_C,Helicase_C_3,ResIII	GO:0003677,GO:0005524,GO:0016787
MT_RS04540	37.3639	36.7176	39.3012	34.9308	33.8639	38.9944	34.3437	29.5645	Helicase_C_3	
MT_RS04545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04550	283.6	324.334	354.629	342.447	283.962	256.316	278.41	252.658	MoaC	GO:0006777
MT_RS04555	118.529	137.856	126.463	103.57	85.471	95.026	107.972	78.3994	MoCF_biosynth	
MT_RS04560	111.48	110.154	111.623	114.172	94.2602	100.322	92.8451	80.8925	MoaE	GO:0006777
MT_RS04565	86.0386	81.8512	67.8555	71.5779	151.071	160.842	86.2323	96.116	Transglycosylas	
MT_RS04570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ThiS	
MT_RS04575	185.581	200.399	199.613	188.934	151.744	175.592	211.886	171.496	Fer4_12,Mob_synth_C,Radical_SAM	GO:0003824,GO:0006777,GO:0019008,GO:0051536,GO:0051539
MT_RS04580	537.583	657.999	716.897	657.632	565.319	586.35	737.704	677.832	YccF	
MT_RS04585	328.869	354.004	468.029	524.156	503.908	530.558	437.709	463.793	CSD	GO:0003676
MT_RS04590	386.546	343.309	268.491	295.612	162.898	152.746	228.527	181.679	PE	
MT_RS04595	203.469	210.241	216.75	236.741	265.427	239.123	237.682	257.17	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS04600	142.408	129.373	70.5514	69.4724	60.8764	70.5838	65.732	66.9795	FIST,FIST_C	
MT_RS04605	117.639	128.244	121.488	96.9297	68.7707	90.8363	86.5705	87.8642	DUF2771	
MT_RS04610	151.331	160.573	145.188	126.285	112.633	124.548	119.448	112.984	MFS_1	GO:0055085
MT_RS04615	384.717	360.797	341.173	367.165	342.669	317.369	334.671	334.583	DUF3027	
MT_RS04620	16.2135	15.8493	22.9322	21.9117	21.2837	20.6439	20.4312	16.6581	PPE,Pentapeptide_2	
MT_RS04625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF2530	
MT_RS04630	75.6479	82.0668	163.036	113.552	111.774	161.358	125.907	100.094	MarR,MarR_2	GO:0003700,GO:0006355
MT_RS04635	32.775	28.6892	40.5565	34.3465	43.1158	41.8395	40.2104	29.8434	SpoU_methylase	GO:0003723,GO:0006396,GO:0008173
MT_RS04640	187.718	126.052	248.534	206.903	160.388	188.934	199.055	143.905	DUF2537	
MT_RS04645	463.755	394.786	588.084	679.133	507.644	485.274	547.545	710.407	DUF3071	
MT_RS04650	140.841	148.003	101.39	114.57	149.901	137.279	127.193	158.154	Aminotran_5	
MT_RS04655	304.894	289.519	196.188	172.339	277.9	305.092	209.601	210.54	AurF	
MT_RS04660	56.5786	63.418	35.961	33.9457	48.0458	51.8515	42.8174	40.8586	Fer4,Fer4_6,Pyr_redox_2	GO:0016491,GO:0055114
MT_RS04665	78.6971	66.2964	32.3508	47.0773	60.6377	45.7451	36.5382	46.8187	Glyoxalase,Glyoxalase_6	
MT_RS04670	147.229	175.009	223.308	193.314	118.296	123.226	174.077	170.821	Big_9,Exo_endo_phos	
MT_RS04675	179.129	185.392	172.759	158.473	147.976	159.476	156.637	141.784	Citrate_synt	GO:0046912
MT_RS04680	52.0428	56.0954	79.4725	76.8462	90.8441	101.492	76.9082	65.9753	GerE,Sigma70_r4_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS04685	87.0827	104.916	161.334	104.227	179.159	222.507	137.64	110.881	Guanylate_cyc	GO:0009190,GO:0016849,GO:0035556
MT_RS04690	26.1575	39.4407	39.8791	32.7036	45.2943	57.0651	26.0733	26.4697		
MT_RS04695	79.0451	87.1442	56.0836	48.7482	144.804	156.44	55.3352	52.346	FMO-like,K_oxygenase,NAD_binding_8,Pyr_redox_2,Pyr_redox_3	GO:0004499,GO:0016491,GO:0050660,GO:0050661,GO:0055114
MT_RS04700	18.3668	23.2068	25.4792	22.5749	34.7999	37.5283	22.0355	20.4257	LCM	GO:0008168,GO:0032259
MT_RS04705	16.1704	19.064	19.0118	14.7576	17.9434	17.9084	15.7102	13.3313		
MT_RS04710	10.4282	12.6112	16.7553	14.3047	12.2273	16.345	12.9244	10.7453	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS04715	543.246	587.322	780.86	779.793	739.651	744.184	730.38	771.403	Citrate_synt	GO:0046912
MT_RS04720	90.3008	100.765	67.7212	52.9683	54.5424	65.5098	55.4477	46.2719	FAD_binding_2,FAD_binding_3,GIDA,NAD_binding_8,Thi4	GO:0071949
MT_RS04725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF2630	
MT_RS04730	34.8052	44.1807	41.572	31.1456	44.7999	50.4801	34.4334	33.3909	BON,OmpA	
MT_RS04735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04740	129.964	124.193	169.626	155.417	162.122	156.06	137.164	162.998		
MT_RS04745	188.025	184.049	154.216	136.298	131.292	150.803	156.047	137.701	HAMP,HATPase_c,HisKA	GO:0000155,GO:0007165,GO:0016021
MT_RS04750	550.846	518.095	330.158	373.602	304.423	317.578	376.987	420.368	Response_reg,Trans_reg_C	GO:0000160,GO:0003677,GO:0006355
MT_RS04755	37.6478	36.2024	39.5331	35.698	41.9836	47.5743	41.4598	35.9294	Carboxyl_trans	
MT_RS04760	171.835	143.967	204.189	227.45	367.72	364.886	219.913	230.537	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS04765	79.7899	89.4263	77.2836	76.5179	114.262	123.585	74.5567	76.5281	Lactamase_B_2,Lactamase_B_3	
MT_RS04770	38.4481	44.6335	64.2118	64.1936	77.1172	81.0504	61.2565	68.7215	Beta-lactamase,DUF3471	
MT_RS04775	33.3297	35.8094	57.494	55.7827	57.6079	65.064	53.2089	48.6697	E1-E2_ATPase,Hydrolase,Hydrolase_3	
MT_RS04780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MT0933_antitox	
MT_RS04785	330.47	406.934	469.747	348.926	365.034	407.952	383.961	317.265	Polyketide_cyc2	
MT_RS04790	60.7539	61.8159	86.8824	82.8561	74.9477	81.9904	77.6006	78.492	Glyoxalase,Glyoxalase_6	
MT_RS04795	134.059	138.969	206.6	164.864	140.68	159.777	153.88	145.709		
MT_RS04800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04805	32.0153	34.3036	68.5217	54.2829	45.6197	48.6902	65.5119	53.8785	RPE65	GO:0016702,GO:0055114
MT_RS04810	72.1036	72.8586	118.861	106.735	77.5346	87.4288	138.774	117.397	Thiolase_C,Thiolase_N	GO:0016747
MT_RS04815	31.5784	34.0483	19.3141	20.0889	15.0373	14.3017	13.5442	17.0255	PE_PPE_C,PPE	
MT_RS04820	195.484	152.416	89.6639	119.94	70.5208	51.5809	89.3084	54.0139	PE	
MT_RS04825	33.3123	38.5104	35.5634	28.2908	31.9458	38.2037	30.5345	25.9201	BCCT	GO:0016020,GO:0022857,GO:0071705
MT_RS04830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04835	40.9541	51.8193	25.1497	18.6193	27.6924	28.1743	26.4417	17.7956	DUF1778	
MT_RS04840	138.09	153.731	188.836	166.495	160.551	173.34	158.441	137.741	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7	GO:0008080
MT_RS04850	32.3951	33.6521	32.1535	37.0348	47.3208	45.0476	33.9185	30.8989	Transposase_mut	GO:0003677,GO:0004803,GO:0006313
MT_RS04855	24.2689	27.7041	18.455	14.5058	23.7768	22.191	15.5808	6.80655	Resolvase	GO:0000150,GO:0003677,GO:0006310
MT_RS04860	412.426	383.702	304.312	332.615	415.221	407.791	287.71	303.623	OrfB_IS605	
MT_RS04865	77.6284	91.7166	103.491	92.3354	91.3676	99.7388	99.8629	98.7435	AIG2_2,GGACT,Gamma_PGA_hydro	
MT_RS04870	27.5012	29.4858	46.5374	44.2946	43.8726	47.6497	41.3196	39.9461	Nramp	GO:0016020,GO:0030001,GO:0046873
MT_RS04875	113.906	105.931	156.041	167.805	172.792	179.898	150.21	170.15	FMN_red	GO:0016491
MT_RS04880	69.2293	72.4194	75.402	75.4205	94.9365	88.0959	72.8504	82.5301		
MT_RS04885	72.8336	62.2095	73.6839	89.9912	103.0	106.398	80.3949	90.2131	KR,adh_short,adh_short_C2	
MT_RS04890	183.256	182.248	141.098	155.043	205.65	178.113	141.205	155.184	PBP_like_2,SBP_bac_1	
MT_RS04895	94.0238	103.131	85.2617	86.3548	81.4829	84.2119	80.9111	69.0209	BPD_transp_1	GO:0016020,GO:0055085
MT_RS04900	132.718	143.499	148.45	113.169	120.475	133.414	125.387	80.33	BPD_transp_1	GO:0016020,GO:0055085
MT_RS04905	514.76	550.884	627.219	568.436	473.882	512.861	551.375	528.054	Kdo,NHL,Pkinase,Pkinase_Tyr,SGL	GO:0004672,GO:0005515,GO:0005524,GO:0006468
MT_RS04910	607.794	700.004	787.241	704.193	644.488	670.434	627.265	589.971	PBP_like_2,SBP_bac_1	
MT_RS04915	122.645	129.891	307.665	286.924	233.403	257.409	249.766	231.81	AAA_21,ABC_tran	GO:0005524,GO:0016887
MT_RS04920	143.323	140.889	341.327	374.886	342.854	324.795	353.581	472.417	PBP_like,PBP_like_2,SBP_bac_1	
MT_RS04925	88.0204	107.911	233.224	223.506	163.295	170.213	209.559	206.993	BPD_transp_1	GO:0016020,GO:0055085
MT_RS04930	46.8474	54.8315	152.033	130.11	82.0447	92.1471	140.876	109.235	BPD_transp_1	GO:0016020,GO:0055085
MT_RS04935	61.0529	76.1305	67.4957	55.7367	58.345	63.2352	58.1637	44.8518	Ku	GO:0003677,GO:0006303
MT_RS04940	139.379	140.887	110.73	112.624	78.5976	86.0958	105.664	90.9701	DNA_ligase_A_C,DNA_ligase_A_M,LigD_N,RNA_ligase	GO:0003910,GO:0005524,GO:0006281,GO:0006310
MT_RS04945	227.913	230.267	137.872	134.049	117.291	118.916	147.691	128.208	FAA_hydrolase,Lactamase_B	GO:0003824
MT_RS04950	67.0349	71.0463	64.8576	61.0679	64.536	72.3045	58.9636	50.2665	Bac_luciferase	GO:0016705,GO:0055114
MT_RS04955	74.452	80.5873	57.2344	55.5017	56.6638	58.2113	54.3413	54.611	STAS	
MT_RS04960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04965	5.84603	7.45863	8.42137	8.93327	9.22667	8.58548	8.4798	9.17263	DUF4873	
MT_RS04970	20.6463	18.5686	24.6258	16.2919	25.7144	25.3822	22.8234	11.3026	H2TH,zf-FPG_IleRS	GO:0003684,GO:0003906,GO:0006289,GO:0008270,GO:0016799
MT_RS04975	77.1624	85.8302	85.1055	80.6923	93.6202	100.607	69.6603	64.3471	KR,adh_short,adh_short_C2	
MT_RS04980	76.2475	70.2672	69.2121	80.2145	78.0986	73.4885	82.9479	98.2676	PGI	GO:0004347,GO:0006094,GO:0006096
MT_RS04985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS04990	71.3709	109.27	130.74	107.078	118.951	158.784	144.772	98.0385	CM_2	GO:0046417
MT_RS04995	74.315	70.0058	67.1849	65.166	63.9281	69.6633	65.7058	60.6112	AAA_19,UvrD-helicase,UvrD_C,UvrD_C_2	GO:0005524,GO:0016787
MT_RS05000	134.264	133.197	305.305	312.271	207.565	218.931	332.932	393.995	Peptidase_M23	
MT_RS05005	229.912	247.569	267.607	281.179	376.738	347.706	244.681	249.807	ATP-grasp_2,ATP-grasp_5,CPSase_L_D2,Ligase_CoA	GO:0003824,GO:0005524
MT_RS05010	213.271	220.189	275.911	293.431	366.257	353.262	250.465	265.004	CoA_binding,Ligase_CoA,Succ_CoA_lig	GO:0003824,GO:0048037
MT_RS05015	21.321	23.0846	30.4318	30.264	27.372	28.5311	34.423	33.494	Bac_luciferase	GO:0016705,GO:0055114
MT_RS05020	679.813	686.647	900.305	976.689	936.481	892.109	958.054	1018.26	DUF5336	
MT_RS05025	136.273	145.246	199.919	203.846	174.197	180.003	199.796	187.68		
MT_RS05030	73.0209	93.604	97.1384	101.223	107.163	106.931	87.0203	101.801	Formyl_trans_N	GO:0009058,GO:0016742
MT_RS05035	115.95	104.037	154.804	182.895	162.508	155.026	164.431	175.728	AICARFT_IMPCHas,MGS	GO:0003937,GO:0004643,GO:0006164
MT_RS05040	155.214	152.309	84.7654	88.8067	101.223	106.619	97.7577	89.7691	AAA_3,Sigma54_activat	GO:0005524,GO:0006355,GO:0008134,GO:0016887
MT_RS05045	142.373	139.994	93.3991	92.6978	89.0914	102.339	96.0758	86.8782		
MT_RS05050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS05055	141.755	181.762	142.088	159.95	131.629	142.981	141.051	168.199	PIN	
MT_RS05060	236.477	306.375	367.018	277.37	276.243	310.802	256.615	216.519		
MT_RS05065	10.2547	9.8126	17.859	15.225	11.549	13.8185	16.4705	13.7752	LppA	
MT_RS05070	15.1216	16.9961	12.6333	10.2782	18.1578	19.8901	14.409	10.744	Abhydrolase_8	
MT_RS05075	11.1325	10.8614	17.7404	14.9419	9.99288	12.2773	15.3477	13.2604		
MT_RS05080	74.1879	65.4308	175.736	226.594	135.792	116.125	159.276	174.406		
MT_RS05085	167.065	148.168	242.823	202.556	165.106	197.515	194.262	181.079	DUF1707	
MT_RS05090	1070.16	1126.26	463.4	432.22	719.243	654.603	1039.01	659.44	Trns_repr_metal	GO:0003677,GO:0006355,GO:0046872
MT_RS05095	316.994	399.504	281.265	304.493	369.006	347.885	1411.48	1252.48	DUF1490	
MT_RS05100	300.156	292.73	119.96	137.37	181.561	160.958	144.251	142.955	E1-E2_ATPase,Hydrolase,Hydrolase_3	
MT_RS05105	114.18	132.328	129.145	79.9469	123.571	152.044	103.982	85.4831	DUF5134	
MT_RS05110	44.2122	50.0903	55.4836	54.0237	41.8006	42.7047	49.0586	39.9575	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS05115	61.9124	62.9623	94.3917	95.6732	45.7013	47.4706	65.1826	64.1098	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS05120	48.0206	55.4062	75.7595	63.0643	28.1993	31.772	56.6335	40.2448	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Dala_Dala_lig_C	GO:0005524,GO:0008716
MT_RS05125	37.7066	46.024	86.7257	78.9119	25.5757	28.767	72.7992	55.5047	Carboxyl_trans	
MT_RS05130	35.3683	39.5178	66.7109	57.5119	19.7907	26.5235	71.5756	43.9135	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS05135	47.4485	55.5386	91.7473	74.5073	28.5776	37.2803	99.1226	66.9302	AtuA	
MT_RS05150	5.46444	5.4849	3.75931	2.81072	3.86758	5.30117	3.35769	3.25421	NHL,PE	GO:0005515
MT_RS05155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS05160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ribosomal_L32p	GO:0003735,GO:0006412,GO:0015934
MT_RS05165	53.3791	61.5832	72.8566	59.6467	76.7062	87.2433	53.7711	42.3534	NHL,PE	GO:0005515
MT_RS05170	448.123	478.229	182.2	160.063	228.273	253.965	174.168	168.133	Response_reg,Trans_reg_C	GO:0000160,GO:0003677,GO:0006355
MT_RS05175	423.757	469.157	194.158	168.456	178.812	192.834	159.753	134.401	HAMP,HATPase_c,HisKA	GO:0000155,GO:0007165,GO:0016021
MT_RS05180	552.058	607.699	343.058	303.185	405.667	415.816	333.559	363.887	PDZ,PDZ_2,Trypsin,Trypsin_2	GO:0004252,GO:0005515,GO:0006508
MT_RS05185	939.797	847.075	729.117	860.123	928.294	852.024	765.014	754.904	MoCF_biosynth	
MT_RS05190	110.132	138.064	215.041	207.74	208.064	220.722	232.885	259.56	MscL	
MT_RS05195	43.9746	38.2611	89.8286	104.663	84.6168	82.2928	74.3151	103.288	ABC_tran	GO:0005524,GO:0016887
MT_RS05200	24.9324	29.6418	59.9493	52.617	44.4487	45.8773	45.3074	49.2387	FtsX,MacB_PCD	GO:0016020
MT_RS05205	21.5965	23.452	45.9826	46.3127	39.3026	34.3832	34.4275	32.4767	CrtC,Lipocalin_9	
MT_RS05210	58.472	55.1302	72.3857	68.0576	73.172	75.722	63.5527	60.7726	polyprenyl_synt	GO:0008299
MT_RS05215	57.554	55.1799	42.2031	35.0318	50.923	65.3727	39.9945	35.9902	ChapFlgA,SAF	
